,Cover_Type
8592,3
8593,3
8594,6
8595,1
8596,5
8597,7
8598,1
8599,2
8600,1
8601,5
8602,2
8603,2
8604,5
8605,5
8606,6
8607,6
8608,6
8609,7
8610,1
8611,1
8612,5
8613,5
8614,5
8615,5
8616,2
8617,3
8618,5
8619,5
8620,5
8621,1
8622,1
8623,7
8624,7
8625,7
8626,1
8627,7
8628,1
8629,2
8630,1
8631,1
8632,5
8633,1
8634,1
8635,1
8636,1
8637,1
8638,1
8639,1
8640,3
8641,3
8642,6
8643,6
8644,2
8645,7
8646,1
8647,1
8648,5
8649,5
8650,5
8651,5
8652,5
8653,5
8654,5
8655,6
8656,6
8657,6
8658,5
8659,5
8660,2
8661,2
8662,2
8663,1
8664,1
8665,5
8666,5
8667,5
8668,5
8669,6
8670,5
8671,5
8672,1
8673,1
8674,1
8675,5
8676,2
8677,5
8678,6
8679,6
8680,6
8681,6
8682,1
8683,7
8684,1
8685,1
8686,1
8687,1
8688,5
8689,5
8690,2
8691,5
8692,6
8693,6
8694,6
8695,1
8696,1
8697,1
8698,7
8699,1
8700,2
8701,5
8702,5
8703,6
8704,6
8705,1
8706,7
8707,1
8708,1
8709,2
8710,2
8711,5
8712,5
8713,5
8714,6
8715,6
8716,6
8717,1
8718,2
8719,5
8720,5
8721,2
8722,6
8723,6
8724,1
8725,1
8726,7
8727,7
8728,2
8729,2
8730,1
8731,5
8732,5
8733,6
8734,6
8735,6
8736,1
8737,1
8738,2
8739,2
8740,5
8741,5
8742,6
8743,6
8744,6
8745,6
8746,6
8747,6
8748,2
8749,5
8750,5
8751,5
8752,5
8753,6
8754,6
8755,6
8756,1
8757,7
8758,2
8759,1
8760,1
8761,5
8762,5
8763,6
8764,6
8765,1
8766,1
8767,1
8768,1
8769,1
8770,1
8771,1
8772,1
8773,2
8774,6
8775,6
8776,6
8777,1
8778,2
8779,2
8780,6
8781,6
8782,1
8783,1
8784,7
8785,2
8786,5
8787,6
8788,6
8789,6
8790,6
8791,7
8792,1
8793,6
8794,1
8795,1
8796,1
8797,1
8798,2
8799,6
8800,6
8801,6
8802,6
8803,1
8804,1
8805,7
8806,1
8807,1
8808,2
8809,6
8810,6
8811,2
8812,1
8813,7
8814,1
8815,2
8816,5
8817,5
8818,5
8819,5
8820,1
8821,7
8822,2
8823,2
8824,6
8825,7
8826,2
8827,1
8828,7
8829,1
8830,2
8831,5
8832,5
8833,5
8834,1
8835,1
8836,2
8837,2
8838,5
8839,2
8840,1
8841,1
8842,1
8843,7
8844,7
8845,2
8846,5
8847,5
8848,5
8849,5
8850,1
8851,1
8852,5
8853,5
8854,5
8855,1
8856,1
8857,2
8858,5
8859,5
8860,3
8861,3
8862,1
8863,1
8864,1
8865,1
8866,1
8867,2
8868,5
8869,1
8870,7
8871,5
8872,5
8873,2
8874,1
8875,5
8876,5
8877,1
8878,1
8879,2
8880,5
8881,1
8882,1
8883,1
8884,2
8885,2
8886,1
8887,2
8888,1
8889,1
8890,1
8891,2
8892,1
8893,1
8894,1
8895,1
8896,5
8897,1
8898,2
8899,7
8900,7
8901,1
8902,5
8903,1
8904,1
8905,1
8906,1
8907,1
8908,2
8909,1
8910,5
8911,5
8912,5
8913,2
8914,2
8915,2
8916,1
8917,1
8918,7
8919,1
8920,2
8921,2
8922,7
8923,7
8924,1
8925,1
8926,1
8927,7
8928,1
8929,7
8930,1
8931,2
8932,2
8933,1
8934,1
8935,7
8936,2
8937,2
8938,1
8939,1
8940,1
8941,2
8942,2
8943,1
8944,7
8945,1
8946,7
8947,1
8948,2
8949,7
8950,1
8951,2
8952,7
8953,1
8954,1
8955,1
8956,2
8957,1
8958,1
8959,1
8960,1
8961,1
8962,2
8963,1
8964,1
8965,1
8966,1
8967,1
8968,1
8969,1
8970,1
8971,2
8972,1
8973,1
8974,1
8975,1
8976,1
8977,2
8978,1
8979,1
8980,1
8981,1
8982,1
8983,1
8984,1
8985,2
8986,1
8987,2
8988,2
8989,1
8990,1
8991,1
8992,1
8993,2
8994,2
8995,1
8996,1
8997,2
8998,1
8999,1
9000,1
9001,1
9002,1
9003,1
9004,1
9005,1
9006,2
9007,1
9008,1
9009,1
9010,2
9011,2
9012,2
9013,2
9014,1
9015,1
9016,1
9017,2
9018,2
9019,7
9020,7
9021,1
9022,2
9023,2
9024,2
9025,7
9026,7
9027,1
9028,1
9029,2
9030,1
9031,7
9032,1
9033,1
9034,1
9035,2
9036,7
9037,7
9038,7
9039,7
9040,7
9041,7
9042,7
9043,1
9044,1
9045,7
9046,7
9047,1
9048,2
9049,2
9050,2
9051,1
9052,7
9053,7
9054,7
9055,1
9056,1
9057,2
9058,2
9059,1
9060,7
9061,7
9062,7
9063,1
9064,1
9065,7
9066,7
9067,2
9068,1
9069,2
9070,1
9071,1
9072,7
9073,7
9074,7
9075,7
9076,7
9077,1
9078,2
9079,2
9080,1
9081,1
9082,7
9083,7
9084,7
9085,7
9086,7
9087,1
9088,1
9089,7
9090,7
9091,7
9092,7
9093,1
9094,1
9095,7
9096,7
9097,7
9098,2
9099,7
9100,7
9101,7
9102,7
9103,7
9104,1
9105,7
9106,7
9107,7
9108,1
9109,1
9110,7
9111,7
9112,1
9113,7
9114,7
9115,1
9116,1
9117,1
9118,7
9119,1
9120,7
9121,7
9122,7
9123,2
9124,7
9125,1
9126,7
9127,7
9128,1
9129,2
9130,1
9131,1
9132,1
9133,1
9134,7
9135,1
9136,1
9137,2
9138,1
9139,7
9140,7
9141,7
9142,2
9143,2
9144,1
9145,7
9146,7
9147,7
9148,7
9149,7
9150,7
9151,1
9152,2
9153,1
9154,7
9155,1
9156,7
9157,7
9158,7
9159,1
9160,1
9161,1
9162,7
9163,7
9164,2
9165,7
9166,7
9167,7
9168,1
9169,7
9170,7
9171,7
9172,7
9173,7
9174,7
9175,7
9176,1
9177,1
9178,2
9179,1
9180,2
9181,1
9182,7
9183,7
9184,7
9185,7
9186,7
9187,1
9188,1
9189,7
9190,7
9191,7
9192,7
9193,1
9194,7
9195,7
9196,7
9197,7
9198,7
9199,7
9200,1
9201,1
9202,2
9203,7
9204,7
9205,7
9206,7
9207,7
9208,1
9209,7
9210,1
9211,7
9212,7
9213,7
9214,7
9215,7
9216,7
9217,7
9218,7
9219,7
9220,7
9221,7
9222,7
9223,1
9224,1
9225,7
9226,7
9227,7
9228,7
9229,7
9230,7
9231,7
9232,7
9233,7
9234,7
9235,7
9236,7
9237,1
9238,7
9239,7
9240,7
9241,1
9242,7
9243,7
9244,7
9245,1
9246,7
9247,7
9248,7
9249,7
9250,7
9251,7
9252,1
9253,7
9254,7
9255,7
9256,7
9257,7
9258,7
9259,7
9260,7
9261,7
9262,1
9263,7
9264,7
9265,7
9266,1
9267,1
9268,2
9269,7
9270,7
9271,7
9272,7
9273,7
9274,7
9275,7
9276,7
9277,1
9278,7
9279,7
9280,1
9281,1
9282,2
9283,1
9284,1
9285,7
9286,7
9287,7
9288,7
9289,7
9290,7
9291,7
9292,7
9293,7
9294,7
9295,1
9296,1
9297,1
9298,2
9299,2
9300,1
9301,7
9302,7
9303,7
9304,7
9305,7
9306,7
9307,7
9308,1
9309,2
9310,7
9311,7
9312,7
9313,7
9314,7
9315,7
9316,7
9317,7
9318,1
9319,1
9320,1
9321,2
9322,1
9323,7
9324,7
9325,7
9326,7
9327,7
9328,7
9329,7
9330,7
9331,7
9332,7
9333,7
9334,1
9335,1
9336,1
9337,1
9338,1
9339,1
9340,1
9341,1
9342,7
9343,7
9344,7
9345,7
9346,7
9347,7
9348,1
9349,7
9350,7
9351,7
9352,1
9353,7
9354,7
9355,7
9356,7
9357,7
9358,7
9359,1
9360,1
9361,2
9362,1
9363,7
9364,7
9365,7
9366,7
9367,7
9368,7
9369,2
9370,7
9371,7
9372,7
9373,7
9374,1
9375,7
9376,7
9377,7
9378,7
9379,7
9380,7
9381,7
9382,7
9383,7
9384,1
9385,7
9386,1
9387,1
9388,2
9389,2
9390,7
9391,7
9392,7
9393,7
9394,7
9395,7
9396,7
9397,7
9398,7
9399,7
9400,1
9401,7
9402,7
9403,7
9404,7
9405,7
9406,7
9407,1
9408,7
9409,7
9410,7
9411,7
9412,7
9413,7
9414,7
9415,7
9416,7
9417,7
9418,2
9419,1
9420,1
9421,7
9422,7
9423,7
9424,1
9425,7
9426,7
9427,1
9428,7
9429,7
9430,1
9431,1
9432,1
9433,7
9434,7
9435,7
9436,7
9437,1
9438,1
9439,7
9440,7
9441,7
9442,7
9443,7
9444,1
9445,7
9446,7
9447,1
9448,2
9449,1
9450,2
9451,7
9452,7
9453,7
9454,1
9455,7
9456,1
9457,1
9458,2
9459,1
9460,1
9461,1
9462,7
9463,7
9464,7
9465,1
9466,2
9467,1
9468,2
9469,1
9470,7
9471,7
9472,7
9473,7
9474,7
9475,7
9476,7
9477,7
9478,1
9479,1
9480,7
9481,7
9482,2
9483,1
9484,7
9485,7
9486,7
9487,7
9488,7
9489,1
9490,2
9491,1
9492,7
9493,7
9494,7
9495,7
9496,7
9497,7
9498,7
9499,7
9500,1
9501,1
9502,1
9503,1
9504,1
9505,1
9506,7
9507,7
9508,7
9509,7
9510,7
9511,7
9512,7
9513,7
9514,7
9515,1
9516,1
9517,2
9518,2
9519,1
9520,7
9521,7
9522,7
9523,7
9524,7
9525,7
9526,7
9527,7
9528,7
9529,2
9530,1
9531,7
9532,7
9533,7
9534,7
9535,7
9536,7
9537,1
9538,1
9539,7
9540,7
9541,7
9542,7
9543,7
9544,7
9545,7
9546,2
9547,1
9548,7
9549,7
9550,7
9551,7
9552,7
9553,7
9554,7
9555,2
9556,1
9557,2
9558,7
9559,7
9560,7
9561,7
9562,7
9563,2
9564,2
9565,7
9566,7
9567,1
9568,7
9569,7
9570,7
9571,7
9572,7
9573,2
9574,2
9575,7
9576,7
9577,7
9578,2
9579,2
9580,2
9581,7
9582,7
9583,2
9584,7
9585,7
9586,7
9587,7
9588,1
9589,2
9590,2
9591,7
9592,7
9593,7
9594,2
9595,1
9596,1
9597,2
9598,1
9599,7
9600,7
9601,7
9602,1
9603,1
9604,7
9605,7
9606,7
9607,7
9608,7
9609,2
9610,7
9611,7
9612,7
9613,7
9614,7
9615,2
9616,1
9617,1
9618,2
9619,7
9620,1
9621,1
9622,2
9623,2
9624,2
9625,7
9626,7
9627,1
9628,7
9629,7
9630,7
9631,2
9632,7
9633,1
9634,7
9635,7
9636,2
9637,1
9638,1
9639,1
9640,2
9641,1
9642,7
9643,7
9644,2
9645,7
9646,7
9647,2
9648,7
9649,2
9650,1
9651,2
9652,7
9653,7
9654,7
9655,7
9656,1
9657,2
9658,7
9659,7
9660,7
9661,2
9662,7
9663,7
9664,1
9665,7
9666,7
9667,7
9668,7
9669,1
9670,1
9671,1
9672,1
9673,7
9674,7
9675,2
9676,7
9677,7
9678,7
9679,7
9680,7
9681,1
9682,1
9683,2
9684,2
9685,1
9686,7
9687,7
9688,2
9689,2
9690,7
9691,7
9692,7
9693,2
9694,1
9695,2
9696,7
9697,7
9698,7
9699,1
9700,1
9701,2
9702,1
9703,7
9704,7
9705,2
9706,2
9707,2
9708,7
9709,7
9710,7
9711,7
9712,7
9713,7
9714,7
9715,2
9716,7
9717,7
9718,7
9719,7
9720,2
9721,2
9722,1
9723,7
9724,7
9725,1
9726,7
9727,7
9728,7
9729,2
9730,2
9731,7
9732,7
9733,1
9734,1
9735,2
9736,2
9737,2
9738,2
9739,1
9740,1
9741,7
9742,7
9743,2
9744,2
9745,7
9746,7
9747,7
9748,2
9749,1
9750,1
9751,7
9752,7
9753,7
9754,7
9755,1
9756,7
9757,7
9758,1
9759,1
9760,1
9761,1
9762,7
9763,7
9764,7
9765,1
9766,1
9767,2
9768,1
9769,7
9770,7
9771,7
9772,7
9773,1
9774,7
9775,7
9776,7
9777,7
9778,1
9779,7
9780,7
9781,7
9782,7
9783,7
9784,2
9785,7
9786,7
9787,7
9788,7
9789,7
9790,1
9791,2
9792,2
9793,2
9794,1
9795,7
9796,7
9797,7
9798,7
9799,7
9800,7
9801,7
9802,7
9803,1
9804,1
9805,1
9806,7
9807,7
9808,7
9809,2
9810,1
9811,2
9812,2
9813,7
9814,7
9815,1
9816,1
9817,1
9818,7
9819,7
9820,1
9821,1
9822,1
9823,1
9824,1
9825,2
9826,1
9827,7
9828,1
9829,1
9830,1
9831,7
9832,7
9833,7
9834,7
9835,2
9836,1
9837,1
9838,1
9839,7
9840,7
9841,7
9842,2
9843,1
9844,1
9845,7
9846,7
9847,1
9848,1
9849,7
9850,7
9851,7
9852,7
9853,7
9854,1
9855,1
9856,2
9857,7
9858,7
9859,7
9860,7
9861,7
9862,7
9863,1
9864,1
9865,1
9866,7
9867,7
9868,7
9869,7
9870,7
9871,7
9872,7
9873,7
9874,1
9875,1
9876,2
9877,7
9878,7
9879,1
9880,1
9881,1
9882,2
9883,1
9884,1
9885,7
9886,7
9887,7
9888,7
9889,7
9890,1
9891,2
9892,5
9893,1
9894,1
9895,2
9896,2
9897,7
9898,7
9899,7
9900,7
9901,7
9902,1
9903,2
9904,7
9905,7
9906,7
9907,7
9908,2
9909,1
9910,7
9911,7
9912,7
9913,7
9914,7
9915,1
9916,1
9917,1
9918,1
9919,5
9920,1
9921,1
9922,7
9923,7
9924,7
9925,1
9926,2
9927,5
9928,2
9929,1
9930,7
9931,7
9932,1
9933,1
9934,2
9935,1
9936,7
9937,7
9938,7
9939,7
9940,7
9941,1
9942,1
9943,1
9944,2
9945,2
9946,5
9947,5
9948,1
9949,1
9950,7
9951,7
9952,7
9953,1
9954,1
9955,1
9956,5
9957,5
9958,1
9959,7
9960,7
9961,1
9962,5
9963,1
9964,1
9965,1
9966,1
9967,7
9968,7
9969,7
9970,7
9971,7
9972,1
9973,1
9974,7
9975,7
9976,7
9977,5
9978,2
9979,1
9980,1
9981,1
9982,7
9983,7
9984,7
9985,7
9986,1
9987,1
9988,1
9989,2
9990,5
9991,7
9992,1
9993,1
9994,1
9995,5
9996,5
9997,1
9998,1
9999,1
10000,7
10001,7
10002,7
10003,7
10004,7
10005,7
10006,1
10007,1
10008,2
10009,5
10010,1
10011,2
10012,1
10013,7
10014,7
10015,7
10016,7
10017,1
10018,5
10019,1
10020,7
10021,7
10022,7
10023,1
10024,1
10025,1
10026,5
10027,7
10028,1
10029,5
10030,5
10031,5
10032,1
10033,1
10034,1
10035,2
10036,7
10037,7
10038,1
10039,1
10040,5
10041,5
10042,5
10043,1
10044,1
10045,7
10046,7
10047,7
10048,1
10049,1
10050,1
10051,1
10052,2
10053,1
10054,7
10055,1
10056,2
10057,5
10058,5
10059,5
10060,1
10061,1
10062,7
10063,7
10064,7
10065,1
10066,5
10067,1
10068,1
10069,1
10070,1
10071,7
10072,7
10073,7
10074,7
10075,7
10076,7
10077,7
10078,1
10079,5
10080,5
10081,5
10082,1
10083,2
10084,7
10085,1
10086,1
10087,1
10088,1
10089,2
10090,7
10091,7
10092,5
10093,1
10094,1
10095,1
10096,1
10097,7
10098,7
10099,7
10100,7
10101,1
10102,1
10103,5
10104,2
10105,2
10106,1
10107,2
10108,2
10109,7
10110,7
10111,7
10112,7
10113,7
10114,7
10115,1
10116,2
10117,5
10118,1
10119,2
10120,1
10121,7
10122,7
10123,1
10124,1
10125,1
10126,1
10127,7
10128,5
10129,1
10130,7
10131,2
10132,1
10133,7
10134,7
10135,7
10136,1
10137,1
10138,1
10139,1
10140,7
10141,7
10142,7
10143,1
10144,5
10145,1
10146,1
10147,7
10148,7
10149,1
10150,1
10151,1
10152,1
10153,1
10154,7
10155,7
10156,7
10157,1
10158,5
10159,1
10160,1
10161,7
10162,7
10163,7
10164,5
10165,5
10166,1
10167,7
10168,7
10169,7
10170,7
10171,7
10172,7
10173,7
10174,7
10175,1
10176,2
10177,2
10178,7
10179,1
10180,1
10181,5
10182,1
10183,7
10184,7
10185,7
10186,2
10187,2
10188,7
10189,1
10190,7
10191,1
10192,5
10193,5
10194,1
10195,1
10196,7
10197,5
10198,5
10199,5
10200,7
10201,7
10202,2
10203,2
10204,7
10205,5
10206,7
10207,1
10208,2
10209,1
10210,7
10211,1
10212,1
10213,7
10214,1
10215,7
10216,7
10217,7
10218,1
10219,1
10220,1
10221,2
10222,1
10223,1
10224,1
10225,1
10226,2
10227,1
10228,2
10229,1
10230,1
10231,1
10232,1
10233,7
10234,7
10235,2
10236,2
10237,1
10238,1
10239,7
10240,7
10241,2
10242,2
10243,1
10244,7
10245,1
10246,2
10247,1
10248,1
10249,7
10250,7
10251,1
10252,1
10253,1
10254,1
10255,1
10256,2
10257,2
10258,1
10259,7
10260,1
10261,1
10262,7
10263,7
10264,1
10265,7
10266,7
10267,1
10268,1
10269,2
10270,1
10271,1
10272,1
10273,7
10274,7
10275,1
10276,2
10277,1
10278,1
10279,2
10280,2
10281,7
10282,7
10283,1
10284,1
10285,7
10286,7
10287,1
10288,1
10289,2
10290,7
10291,7
10292,1
10293,1
10294,7
10295,7
10296,7
10297,7
10298,7
10299,7
10300,7
10301,7
10302,2
10303,1
10304,1
10305,1
10306,7
10307,1
10308,7
10309,7
10310,1
10311,1
10312,7
10313,7
10314,7
10315,2
10316,1
10317,1
10318,7
10319,7
10320,7
10321,7
10322,1
10323,1
10324,7
10325,7
10326,7
10327,1
10328,7
10329,7
10330,7
10331,2
10332,2
10333,1
10334,1
10335,7
10336,7
10337,1
10338,1
10339,7
10340,1
10341,1
10342,1
10343,7
10344,1
10345,2
10346,1
10347,7
10348,7
10349,7
10350,7
10351,7
10352,1
10353,2
10354,1
10355,1
10356,7
10357,7
10358,7
10359,7
10360,7
10361,7
10362,1
10363,1
10364,1
10365,1
10366,1
10367,1
10368,7
10369,1
10370,1
10371,1
10372,1
10373,7
10374,7
10375,2
10376,7
10377,7
10378,7
10379,7
10380,1
10381,1
10382,7
10383,7
10384,7
10385,2
10386,7
10387,1
10388,1
10389,1
10390,1
10391,7
10392,7
10393,7
10394,2
10395,7
10396,7
10397,7
10398,7
10399,1
10400,7
10401,1
10402,1
10403,1
10404,7
10405,7
10406,7
10407,1
10408,7
10409,7
10410,7
10411,7
10412,1
10413,1
10414,7
10415,7
10416,7
10417,2
10418,1
10419,1
10420,7
10421,7
10422,7
10423,2
10424,7
10425,7
10426,7
10427,2
10428,2
10429,2
10430,1
10431,7
10432,7
10433,1
10434,7
10435,7
10436,7
10437,2
10438,2
10439,2
10440,7
10441,7
10442,7
10443,7
10444,7
10445,7
10446,7
10447,7
10448,7
10449,1
10450,1
10451,7
10452,7
10453,7
10454,7
10455,2
10456,2
10457,7
10458,7
10459,1
10460,1
10461,1
10462,7
10463,7
10464,7
10465,7
10466,7
10467,7
10468,2
10469,7
10470,7
10471,7
10472,7
10473,7
10474,1
10475,1
10476,7
10477,7
10478,7
10479,7
10480,1
10481,1
10482,7
10483,7
10484,7
10485,7
10486,7
10487,7
10488,7
10489,7
10490,2
10491,7
10492,7
10493,7
10494,7
10495,7
10496,7
10497,7
10498,7
10499,7
10500,7
10501,2
10502,1
10503,7
10504,1
10505,7
10506,7
10507,2
10508,1
10509,1
10510,1
10511,7
10512,7
10513,7
10514,2
10515,7
10516,7
10517,7
10518,7
10519,1
10520,7
10521,2
10522,7
10523,1
10524,7
10525,7
10526,1
10527,7
10528,7
10529,7
10530,7
10531,7
10532,1
10533,7
10534,7
10535,7
10536,7
10537,7
10538,1
10539,7
10540,7
10541,7
10542,1
10543,1
10544,1
10545,7
10546,2
10547,7
10548,1
10549,1
10550,7
10551,7
10552,1
10553,1
10554,1
10555,1
10556,1
10557,7
10558,7
10559,1
10560,1
10561,1
10562,2
10563,1
10564,1
10565,2
10566,2
10567,2
10568,1
10569,2
10570,1
10571,1
10572,2
10573,2
10574,2
10575,2
10576,2
10577,2
10578,1
10579,2
10580,2
10581,2
10582,2
10583,2
10584,1
10585,2
10586,1
10587,2
10588,1
10589,2
10590,1
10591,2
10592,2
10593,2
10594,2
10595,1
10596,2
10597,7
10598,2
10599,2
10600,1
10601,1
10602,2
10603,1
10604,7
10605,2
10606,7
10607,7
10608,2
10609,7
10610,7
10611,1
10612,1
10613,1
10614,2
10615,2
10616,2
10617,1
10618,2
10619,2
10620,2
10621,1
10622,1
10623,1
10624,1
10625,2
10626,2
10627,1
10628,5
10629,1
10630,1
10631,5
10632,5
10633,2
10634,2
10635,2
10636,2
10637,2
10638,3
10639,3
10640,3
10641,3
10642,2
10643,3
10644,1
10645,2
10646,3
10647,5
10648,5
10649,5
10650,1
10651,3
10652,3
10653,3
10654,3
10655,2
10656,1
10657,3
10658,2
10659,2
10660,6
10661,3
10662,3
10663,6
10664,6
10665,6
10666,2
10667,2
10668,6
10669,6
10670,6
10671,6
10672,6
10673,6
10674,6
10675,6
10676,2
10677,2
10678,2
10679,6
10680,1
10681,1
10682,1
10683,6
10684,2
10685,2
10686,1
10687,2
10688,2
10689,2
10690,6
10691,2
10692,1
10693,2
10694,6
10695,6
10696,6
10697,1
10698,1
10699,2
10700,2
10701,1
10702,1
10703,1
10704,1
10705,1
10706,2
10707,2
10708,2
10709,1
10710,2
10711,3
10712,3
10713,2
10714,6
10715,6
10716,3
10717,2
10718,6
10719,6
10720,2
10721,6
10722,6
10723,6
10724,6
10725,6
10726,6
10727,6
10728,6
10729,3
10730,6
10731,2
10732,6
10733,2
10734,2
10735,6
10736,2
10737,6
10738,6
10739,6
10740,6
10741,6
10742,6
10743,6
10744,2
10745,2
10746,3
10747,3
10748,2
10749,3
10750,6
10751,6
10752,6
10753,6
10754,6
10755,2
10756,3
10757,6
10758,6
10759,2
10760,6
10761,6
10762,6
10763,6
10764,6
10765,6
10766,6
10767,6
10768,6
10769,3
10770,3
10771,6
10772,6
10773,6
10774,6
10775,6
10776,6
10777,6
10778,3
10779,6
10780,6
10781,6
10782,3
10783,2
10784,6
10785,6
10786,3
10787,3
10788,6
10789,3
10790,6
10791,2
10792,6
10793,3
10794,6
10795,6
10796,3
10797,3
10798,2
10799,3
10800,3
10801,2
10802,3
10803,3
10804,3
10805,3
10806,3
10807,2
10808,2
10809,2
10810,2
10811,3
10812,2
10813,2
10814,3
10815,3
10816,3
10817,6
10818,6
10819,2
10820,3
10821,3
10822,2
10823,6
10824,2
10825,3
10826,2
10827,3
10828,3
10829,6
10830,3
10831,3
10832,3
10833,6
10834,3
10835,2
10836,2
10837,3
10838,6
10839,6
10840,6
10841,6
10842,3
10843,3
10844,3
10845,6
10846,3
10847,3
10848,3
10849,2
10850,3
10851,6
10852,3
10853,3
10854,3
10855,6
10856,6
10857,3
10858,3
10859,3
10860,3
10861,3
10862,3
10863,3
10864,3
10865,3
10866,3
10867,3
10868,3
10869,3
10870,3
10871,3
10872,3
10873,3
10874,3
10875,6
10876,6
10877,3
10878,3
10879,3
10880,6
10881,6
10882,6
10883,3
10884,6
10885,3
10886,3
10887,6
10888,6
10889,3
10890,3
10891,3
10892,3
10893,3
10894,3
10895,3
10896,6
10897,6
10898,6
10899,3
10900,6
10901,6
10902,3
10903,3
10904,3
10905,3
10906,3
10907,6
10908,3
10909,3
10910,3
10911,3
10912,6
10913,3
10914,3
10915,3
10916,3
10917,6
10918,3
10919,3
10920,3
10921,6
10922,6
10923,3
10924,3
10925,3
10926,3
10927,6
10928,6
10929,3
10930,6
10931,6
10932,6
10933,3
10934,3
10935,3
10936,3
10937,6
10938,6
10939,6
10940,3
10941,3
10942,6
10943,3
10944,3
10945,6
10946,3
10947,3
10948,6
10949,6
10950,3
10951,3
10952,3
10953,6
10954,3
10955,3
10956,6
10957,6
10958,3
10959,3
10960,6
10961,3
10962,3
10963,6
10964,6
10965,6
10966,3
10967,3
10968,6
10969,3
10970,3
10971,6
10972,3
10973,3
10974,3
10975,3
10976,6
10977,6
10978,6
10979,3
10980,3
10981,3
10982,6
10983,3
10984,6
10985,3
10986,6
10987,6
10988,6
10989,3
10990,3
10991,3
10992,6
10993,3
10994,3
10995,3
10996,6
10997,3
10998,3
10999,6
11000,6
11001,3
11002,3
11003,6
11004,3
11005,3
11006,3
11007,3
11008,6
11009,3
11010,3
11011,6
11012,6
11013,3
11014,3
11015,3
11016,6
11017,6
11018,6
11019,6
11020,6
11021,3
11022,3
11023,3
11024,6
11025,6
11026,6
11027,3
11028,3
11029,3
11030,3
11031,6
11032,6
11033,3
11034,3
11035,3
11036,2
11037,6
11038,6
11039,6
11040,3
11041,3
11042,3
11043,3
11044,6
11045,6
11046,6
11047,6
11048,3
11049,6
11050,3
11051,3
11052,6
11053,6
11054,6
11055,6
11056,2
11057,6
11058,6
11059,6
11060,6
11061,6
11062,3
11063,3
11064,6
11065,6
11066,6
11067,6
11068,6
11069,6
11070,6
11071,6
11072,6
11073,6
11074,6
11075,3
11076,6
11077,6
11078,6
11079,6
11080,6
11081,3
11082,3
11083,3
11084,6
11085,6
11086,6
11087,6
11088,6
11089,3
11090,3
11091,3
11092,3
11093,6
11094,6
11095,3
11096,3
11097,6
11098,6
11099,3
11100,3
11101,3
11102,3
11103,3
11104,3
11105,6
11106,6
11107,6
11108,3
11109,3
11110,6
11111,6
11112,3
11113,3
11114,3
11115,3
11116,3
11117,3
11118,3
11119,3
11120,3
11121,3
11122,3
11123,3
11124,3
11125,3
11126,6
11127,3
11128,3
11129,3
11130,3
11131,3
11132,3
11133,6
11134,3
11135,3
11136,3
11137,6
11138,6
11139,6
11140,3
11141,3
11142,6
11143,6
11144,3
11145,6
11146,3
11147,6
11148,3
11149,3
11150,3
11151,3
11152,3
11153,6
11154,6
11155,3
11156,3
11157,6
11158,6
11159,6
11160,6
11161,3
11162,3
11163,6
11164,6
11165,6
11166,3
11167,6
11168,3
11169,6
11170,3
11171,6
11172,3
11173,6
11174,6
11175,6
11176,3
11177,6
11178,3
11179,3
11180,6
11181,6
11182,3
11183,3
11184,3
11185,3
11186,3
11187,3
11188,3
11189,3
11190,3
11191,3
11192,3
11193,3
11194,3
11195,3
11196,3
11197,3
11198,3
11199,3
11200,3
11201,3
11202,3
11203,3
11204,3
11205,3
11206,3
11207,3
11208,3
11209,3
11210,3
11211,3
11212,3
11213,3
11214,3
11215,3
11216,3
11217,3
11218,3
11219,3
11220,6
11221,3
11222,3
11223,3
11224,3
11225,3
11226,3
11227,3
11228,3
11229,3
11230,3
11231,3
11232,3
11233,6
11234,3
11235,3
11236,6
11237,6
11238,3
11239,3
11240,6
11241,6
11242,6
11243,6
11244,3
11245,6
11246,6
11247,6
11248,3
11249,3
11250,6
11251,6
11252,6
11253,3
11254,6
11255,6
11256,6
11257,3
11258,6
11259,6
11260,3
11261,3
11262,3
11263,6
11264,6
11265,3
11266,3
11267,3
11268,3
11269,3
11270,3
11271,6
11272,6
11273,3
11274,6
11275,6
11276,6
11277,3
11278,3
11279,6
11280,6
11281,6
11282,3
11283,6
11284,3
11285,6
11286,6
11287,6
11288,6
11289,3
11290,6
11291,6
11292,6
11293,3
11294,3
11295,3
11296,6
11297,6
11298,6
11299,3
11300,3
11301,6
11302,3
11303,3
11304,6
11305,6
11306,3
11307,6
11308,3
11309,3
11310,6
11311,6
11312,3
11313,3
11314,3
11315,3
11316,3
11317,3
11318,3
11319,3
11320,3
11321,3
11322,3
11323,3
11324,3
11325,3
11326,3
11327,3
11328,3
11329,3
11330,3
11331,3
11332,3
11333,3
11334,3
11335,3
11336,3
11337,3
11338,3
11339,3
11340,1
11341,1
11342,2
11343,5
11344,5
11345,5
11346,5
11347,5
11348,5
11349,5
11350,5
11351,1
11352,5
11353,5
11354,2
11355,5
11356,5
11357,5
11358,5
11359,5
11360,5
11361,2
11362,5
11363,1
11364,5
11365,2
11366,2
11367,2
11368,2
11369,1
11370,2
11371,2
11372,2
11373,2
11374,2
11375,2
11376,2
11377,2
11378,1
11379,1
11380,2
11381,2
11382,1
11383,2
11384,1
11385,2
11386,1
11387,2
11388,2
11389,2
